"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"1869","Port_Stanley","O3","2017-2019","June",63,36.2916666666667,0.8361,0.8524
"1870","Port_Stanley","O3","2017-2019","July",66,33.4375,0.8703,NA
"1871","Port_Stanley","O3","2017-2019","August",68,34.6666666666667,0.1489,NA
"1872","Port_Stanley","O3","2017-2019","September",62,26.5,0.0023,NA
"1873","Port_Stanley","O3","2017-2019","October",68,25.6041666666667,0.0289,NA
"1874","Port_Stanley","O3","2017-2019","November",65,25.5,0.0105,NA
"1875","Port_Stanley","O3","2017-2019","December",64,25.4166666666667,5e-04,NA
"1876","Port_Stanley","O3","2020","January",23,29.375,0.9654,0.9664
"1877","Port_Stanley","O3","2020","February",20,33.169384057971,0.6033,0.5968
"1878","Port_Stanley","O3","2020","March",22,31.1458333333333,0,0
"1879","Port_Stanley","O3","2020","April",22,37.1041666666667,0.087,0.0835
"1880","Port_Stanley","O3","2020","May",21,34.1666666666667,0.0681,0.0672
"1881","Port_Stanley","O3","2020","June",22,39.5416666666667,0.3154,0.3114
"1882","Port_Stanley","O3","2020","July",23,32.375,0.5688,NA
"1883","Port_Stanley","O3","2020","August",21,26.9583333333333,0.0037,NA
"1884","Port_Stanley","O3","2020","September",22,27.7110507246377,0.7604,NA
"1885","Port_Stanley","O3","2020","October",22,23.4175724637681,0.2033,NA
"1886","Port_Stanley","O3","2020","November",21,28.3478260869565,0.1044,NA
"1887","Port_Stanley","O3","2020","December",23,24.3913043478261,0.3015,NA
"1888","Port_Stanley","PM25","2017-2019","January",68,5.95833333333333,0.8358,0.8798
"1889","Port_Stanley","PM25","2017-2019","February",60,6.70833333333333,0.8076,0.7856
"1890","Port_Stanley","PM25","2017-2019","March",66,5.1875,0.0115,0.0074
"1891","Port_Stanley","PM25","2017-2019","April",63,5.33333333333333,0.9206,0.9251
"1892","Port_Stanley","PM25","2017-2019","May",68,5.875,8e-04,0.0015
"1893","Port_Stanley","PM25","2017-2019","June",63,5.58333333333333,0.1854,0.2037
"1894","Port_Stanley","PM25","2017-2019","July",66,6.75,0.6571,NA
"1895","Port_Stanley","PM25","2017-2019","August",68,6.58333333333333,0.3014,NA
"1896","Port_Stanley","PM25","2017-2019","September",62,4.77083333333333,0.256,NA
"1897","Port_Stanley","PM25","2017-2019","October",68,4.22916666666667,0.2405,NA
"1898","Port_Stanley","PM25","2017-2019","November",64,5.39583333333333,0.685,NA
"1899","Port_Stanley","PM25","2017-2019","December",64,6.52083333333333,0.1685,NA
"1900","Port_Stanley","PM25","2020","January",21,6.29166666666667,0.6523,0.6378
"1901","Port_Stanley","PM25","2020","February",20,5.72916666666667,0.3042,0.3
"1902","Port_Stanley","PM25","2020","March",22,7.3125,0.0585,0.0612
"1903","Port_Stanley","PM25","2020","April",22,5.08333333333333,0.7734,0.7754
"1904","Port_Stanley","PM25","2020","May",21,4.45833333333333,0.1447,0.1416
"1905","Port_Stanley","PM25","2020","June",22,7.64583333333333,0.0538,0.0548
"1906","Port_Stanley","PM25","2020","July",23,7.16666666666667,0.5626,NA
"1907","Port_Stanley","PM25","2020","August",21,6.83333333333333,0.9383,NA
"1908","Port_Stanley","PM25","2020","September",22,4.60416666666667,0.9248,NA
"1909","Port_Stanley","PM25","2020","October",21,4.54166666666667,0.7992,NA
"1910","Port_Stanley","PM25","2020","November",21,6.5,0.3298,NA
"1911","Port_Stanley","PM25","2020","December",23,5.375,0.2826,NA
"1912","Port_Stanley","NO2","2017-2019","January",68,3.43958333333333,0.43,0.4667
"1913","Port_Stanley","NO2","2017-2019","February",60,3.48125,0.1213,0.1222
"1914","Port_Stanley","NO2","2017-2019","March",66,2.54166666666667,0.0272,0.0097
"1915","Port_Stanley","NO2","2017-2019","April",63,2.34583333333333,0.4701,0.465
"1916","Port_Stanley","NO2","2017-2019","May",69,2.70833333333333,0,0
"1917","Port_Stanley","NO2","2017-2019","June",63,2.79166666666667,0.0216,0.018
"1918","Port_Stanley","NO2","2017-2019","July",66,3.04166666666667,0.9923,NA
"1919","Port_Stanley","NO2","2017-2019","August",68,2.01041666666667,0.1503,NA
"1920","Port_Stanley","NO2","2017-2019","September",62,1.64583333333333,1e-04,NA
"1921","Port_Stanley","NO2","2017-2019","October",68,1.9375,0.0081,NA
"1922","Port_Stanley","NO2","2017-2019","November",65,2.99090909090909,0.0766,NA
"1923","Port_Stanley","NO2","2017-2019","December",64,3.84583333333333,0.0975,NA
"1924","Port_Stanley","NO2","2020","January",23,3.31666666666667,0.7164,0.7254
"1925","Port_Stanley","NO2","2020","February",20,3.18940217391304,0.5923,0.5882
"1926","Port_Stanley","NO2","2020","March",22,2.25833333333333,0.6524,0.6498
"1927","Port_Stanley","NO2","2020","April",22,1.81666666666667,0.0085,0.0093
"1928","Port_Stanley","NO2","2020","May",21,2.075,0.0085,0.0077
"1929","Port_Stanley","NO2","2020","June",22,3.09791666666667,0.2721,0.5413
"1930","Port_Stanley","NO2","2020","July",23,3.225,0.3908,NA
"1931","Port_Stanley","NO2","2020","August",21,2.19166666666667,0.2457,NA
"1932","Port_Stanley","NO2","2020","September",22,2.00833333333333,0.0257,NA
"1933","Port_Stanley","NO2","2020","October",22,2.0125,0.8463,NA
"1934","Port_Stanley","NO2","2020","November",21,2.64583333333333,0.3854,NA
"1935","Port_Stanley","NO2","2020","December",23,2.85833333333333,0.1458,NA
"1936","Sarnia","O3","2017-2019","January",68,23.2291666666667,0.1329,0.1479
"1937","Sarnia","O3","2017-2019","February",60,27.2916666666667,0.2797,0.3104
"1938","Sarnia","O3","2017-2019","March",66,34.3333333333333,0.0298,0.0215
"1939","Sarnia","O3","2017-2019","April",63,35.25,0.0112,0.0158
"1940","Sarnia","O3","2017-2019","May",69,36.2916666666667,0.2173,0.2337
"1941","Sarnia","O3","2017-2019","June",63,35.3333333333333,0.6785,0.705
"1942","Sarnia","O3","2017-2019","July",66,35.2916666666667,0.2932,NA
"1943","Sarnia","O3","2017-2019","August",68,30.125,0.2802,NA
"1944","Sarnia","O3","2017-2019","September",62,24.8958333333333,0.1013,NA
"1945","Sarnia","O3","2017-2019","October",68,21.8125,0.1354,NA
"1946","Sarnia","O3","2017-2019","November",65,19.3333333333333,0.508,NA
"1947","Sarnia","O3","2017-2019","December",64,22.1458333333333,0.0538,NA
"1948","Sarnia","O3","2020","January",23,23.75,0.8702,0.8525
"1949","Sarnia","O3","2020","February",20,32.6757246376812,0.006,0.0082
"1950","Sarnia","O3","2020","March",22,25.125,0,0
"1951","Sarnia","O3","2020","April",22,30.3369565217391,4e-04,2e-04
"1952","Sarnia","O3","2020","May",21,29.9166666666667,7e-04,9e-04
"1953","Sarnia","O3","2020","June",22,35.125,0.9154,0.9226
"1954","Sarnia","O3","2020","July",23,31.5652173913043,0.3171,NA
"1955","Sarnia","O3","2020","August",21,25.0869565217391,0.0075,NA
"1956","Sarnia","O3","2020","September",22,26.1277173913043,0.4755,NA
"1957","Sarnia","O3","2020","October",22,20.9130434782609,0.6468,NA
"1958","Sarnia","O3","2020","November",21,18.0869565217391,0.5871,NA
"1959","Sarnia","O3","2020","December",23,18.0416666666667,0.0456,NA
"1960","Sarnia","PM25","2017-2019","January",68,7.25,0.2898,0.2901
"1961","Sarnia","PM25","2017-2019","February",59,7.33333333333333,0.5098,0.4801
"1962","Sarnia","PM25","2017-2019","March",66,4.89583333333333,0.0233,0.016
"1963","Sarnia","PM25","2017-2019","April",63,5.79166666666667,0.4233,0.4357
"1964","Sarnia","PM25","2017-2019","May",69,5.41666666666667,0.0841,0.0965
"1965","Sarnia","PM25","2017-2019","June",63,4.70833333333333,0.8586,0.8561
"1966","Sarnia","PM25","2017-2019","July",66,6.70833333333333,0.83,NA
"1967","Sarnia","PM25","2017-2019","August",68,6.9375,0.324,NA
"1968","Sarnia","PM25","2017-2019","September",62,6.4375,0.1891,NA
"1969","Sarnia","PM25","2017-2019","October",68,5.29166666666667,0.4451,NA
"1970","Sarnia","PM25","2017-2019","November",65,5.20833333333333,0.5577,NA
"1971","Sarnia","PM25","2017-2019","December",64,7.70833333333333,0.2193,NA
"1972","Sarnia","PM25","2020","January",23,6.45833333333333,0.4205,0.4271
"1973","Sarnia","PM25","2020","February",20,4.58333333333333,0.0594,0.0638
"1974","Sarnia","PM25","2020","March",22,7.125,0.0791,0.0845
"1975","Sarnia","PM25","2020","April",22,5.9375,0.8878,0.8874
"1976","Sarnia","PM25","2020","May",21,5.29166666666667,0.7417,0.7447
"1977","Sarnia","PM25","2020","June",22,6.85416666666667,0.1538,0.1583
"1978","Sarnia","PM25","2020","July",23,8.16666666666667,0.3349,NA
"1979","Sarnia","PM25","2020","August",21,6.875,0.8984,NA
"1980","Sarnia","PM25","2020","September",22,5.25,0.2898,NA
"1981","Sarnia","PM25","2020","October",22,4.66666666666667,0.611,NA
"1982","Sarnia","PM25","2020","November",21,7.29166666666667,0.407,NA
"1983","Sarnia","PM25","2020","December",23,6.20833333333333,0.3981,NA
"1984","Sarnia","NO2","2017-2019","January",68,9.275,0.6036,0.5635
"1985","Sarnia","NO2","2017-2019","February",60,8.6625,0.0218,0.0257
"1986","Sarnia","NO2","2017-2019","March",66,5.17708333333333,0.044,0.0503
"1987","Sarnia","NO2","2017-2019","April",63,5.8875,0.1523,0.1356
"1988","Sarnia","NO2","2017-2019","May",69,6.21739130434783,0.012,0.0145
"1989","Sarnia","NO2","2017-2019","June",63,5.16666666666667,0.0711,0.0494
"1990","Sarnia","NO2","2017-2019","July",66,6.05833333333333,0.5208,NA
"1991","Sarnia","NO2","2017-2019","August",68,6.14375,0.8328,NA
"1992","Sarnia","NO2","2017-2019","September",62,6.0625,0.3215,NA
"1993","Sarnia","NO2","2017-2019","October",68,6.77083333333333,0.0633,NA
"1994","Sarnia","NO2","2017-2019","November",65,8.66666666666667,0.5328,NA
"1995","Sarnia","NO2","2017-2019","December",64,8.85208333333333,0.427,NA
"1996","Sarnia","NO2","2020","January",23,7.92083333333333,0.4122,0.4049
"1997","Sarnia","NO2","2020","February",20,3.02019927536232,0.0013,0.0014
"1998","Sarnia","NO2","2020","March",22,6.37916666666667,0.4769,0.4748
"1999","Sarnia","NO2","2020","April",22,3.43333333333333,0.0176,0.0178
"2000","Sarnia","NO2","2020","May",21,4.55833333333333,0.1806,0.1051
"2001","Sarnia","NO2","2020","June",22,4.9202380952381,0.6189,0.2472
"2002","Sarnia","NO2","2020","July",23,4.3304347826087,0.1417,NA
"2003","Sarnia","NO2","2020","August",21,4.98333333333333,0.1812,NA
"2004","Sarnia","NO2","2020","September",22,6.08125,0.9616,NA
"2005","Sarnia","NO2","2020","October",22,6.00833333333333,0.4062,NA
"2006","Sarnia","NO2","2020","November",21,9.87083333333333,0.5259,NA
"2007","Sarnia","NO2","2020","December",23,6.67916666666667,0.1002,NA
"2008","Sarnia","SO2","2017-2019","January",68,0.566666666666667,0.0366,0.0747
"2009","Sarnia","SO2","2017-2019","February",60,0.49375,0.8722,0.8566
"2010","Sarnia","SO2","2017-2019","March",66,0.228219696969697,0.03,0.0266
"2011","Sarnia","SO2","2017-2019","April",63,0.345833333333333,0.4308,0.4153
"2012","Sarnia","SO2","2017-2019","May",69,0.425,0.0439,0.0618
"2013","Sarnia","SO2","2017-2019","June",63,0.329166666666667,0.3491,0.3478
"2014","Sarnia","SO2","2017-2019","July",66,0.46875,0.4513,NA
"2015","Sarnia","SO2","2017-2019","August",68,0.327083333333333,0.826,NA
"2016","Sarnia","SO2","2017-2019","September",62,0.43125,0.6354,NA
"2017","Sarnia","SO2","2017-2019","October",68,0.385416666666667,0.6191,NA
"2018","Sarnia","SO2","2017-2019","November",65,0.4125,0.5952,NA
"2019","Sarnia","SO2","2017-2019","December",64,0.520833333333333,0.0509,NA
"2020","Sarnia","SO2","2020","January",23,0.9,0.3096,0.3078
"2021","Sarnia","SO2","2020","February",20,0.05,0.0142,0.0128
"2022","Sarnia","SO2","2020","March",22,0.358333333333333,0.1156,0.1222
"2023","Sarnia","SO2","2020","April",22,0.250271739130435,0.5098,0.5184
"2024","Sarnia","SO2","2020","May",21,0.125,0.2578,0.2599
"2025","Sarnia","SO2","2020","June",22,0.5,0.289,0.2834
"2026","Sarnia","SO2","2020","July",23,0.25,0.3851,NA
"2027","Sarnia","SO2","2020","August",21,0.341666666666667,0.8167,NA
"2028","Sarnia","SO2","2020","September",22,0.497916666666667,0.7849,NA
"2029","Sarnia","SO2","2020","October",22,0.430434782608696,0.8528,NA
"2030","Sarnia","SO2","2020","November",21,1.6625,0.0114,NA
"2031","Sarnia","SO2","2020","December",23,0.533333333333333,0.9618,NA
"2032","Sault_Ste_Marie","O3","2017-2019","January",68,29.2708333333333,0.7055,0.6997
"2033","Sault_Ste_Marie","O3","2017-2019","February",60,32.9375,0.0731,0.0664
"2034","Sault_Ste_Marie","O3","2017-2019","March",66,37.2291666666667,0.1153,0.1025
"2035","Sault_Ste_Marie","O3","2017-2019","April",63,36.9583333333333,0,0
"2036","Sault_Ste_Marie","O3","2017-2019","May",69,32.4166666666667,0.1036,0.0685
"2037","Sault_Ste_Marie","O3","2017-2019","June",63,27.0833333333333,0.7792,0.7527
"2038","Sault_Ste_Marie","O3","2017-2019","July",66,24.875,0.5384,NA
"2039","Sault_Ste_Marie","O3","2017-2019","August",68,22.6220238095238,0.9499,NA
"2040","Sault_Ste_Marie","O3","2017-2019","September",62,21.625,0.1033,NA
"2041","Sault_Ste_Marie","O3","2017-2019","October",68,21.2916666666667,0.0061,NA
"2042","Sault_Ste_Marie","O3","2017-2019","November",65,25.5416666666667,0.3405,NA
"2043","Sault_Ste_Marie","O3","2017-2019","December",64,25.8958333333333,0.0062,NA
"2044","Sault_Ste_Marie","O3","2020","January",23,30.7083333333333,0.2594,0.2656
"2045","Sault_Ste_Marie","O3","2020","February",20,33.875,0.4286,0.4285
"2046","Sault_Ste_Marie","O3","2020","March",22,34.4791666666667,0.0123,0.013
"2047","Sault_Ste_Marie","O3","2020","April",22,36.6041666666667,0.7635,0.7699
"2048","Sault_Ste_Marie","O3","2020","May",21,33.9583333333333,0.4576,0.4665
"2049","Sault_Ste_Marie","O3","2020","June",22,28.1041666666667,0.6368,0.6378
"2050","Sault_Ste_Marie","O3","2020","July",23,20.8,0.0792,NA
"2051","Sault_Ste_Marie","O3","2020","August",21,18.875,0.0528,NA
"2052","Sault_Ste_Marie","O3","2020","September",22,20.5833333333333,0.3918,NA
"2053","Sault_Ste_Marie","O3","2020","October",22,22.5833333333333,0.5105,NA
"2054","Sault_Ste_Marie","O3","2020","November",21,24.375,0.6611,NA
"2055","Sault_Ste_Marie","O3","2020","December",23,26.4166666666667,0.6674,NA
"2056","Sault_Ste_Marie","PM25","2017-2019","January",68,4.33333333333333,0.5199,0.5562
"2057","Sault_Ste_Marie","PM25","2017-2019","February",60,4.8125,0.0802,0.0485
"2058","Sault_Ste_Marie","PM25","2017-2019","March",66,4.6875,0.0194,0.0274
"2059","Sault_Ste_Marie","PM25","2017-2019","April",63,4.29166666666667,0.1564,0.1196
"2060","Sault_Ste_Marie","PM25","2017-2019","May",69,4.375,7e-04,1e-04
"2061","Sault_Ste_Marie","PM25","2017-2019","June",63,4.75,0.6255,0.6279
"2062","Sault_Ste_Marie","PM25","2017-2019","July",66,6.07291666666667,0.7557,NA
"2063","Sault_Ste_Marie","PM25","2017-2019","August",68,4.6875,0.0841,NA
"2064","Sault_Ste_Marie","PM25","2017-2019","September",62,4.14583333333333,0.3628,NA
"2065","Sault_Ste_Marie","PM25","2017-2019","October",68,3.10416666666667,0.419,NA
"2066","Sault_Ste_Marie","PM25","2017-2019","November",65,3.29166666666667,0.0935,NA
"2067","Sault_Ste_Marie","PM25","2017-2019","December",64,3.89583333333333,0.4614,NA
"2068","Sault_Ste_Marie","PM25","2020","January",23,3.33333333333333,0.2619,0.2619
"2069","Sault_Ste_Marie","PM25","2020","February",20,3.04166666666667,0.0576,0.0582
"2070","Sault_Ste_Marie","PM25","2020","March",22,4.08333333333333,0.3337,0.3228
"2071","Sault_Ste_Marie","PM25","2020","April",22,3.91666666666667,0.4609,0.4765
"2072","Sault_Ste_Marie","PM25","2020","May",21,4.79166666666667,0.7672,0.7561
"2073","Sault_Ste_Marie","PM25","2020","June",22,5.29166666666667,0.2173,0.2203
"2074","Sault_Ste_Marie","PM25","2020","July",23,4.25,0.0212,NA
"2075","Sault_Ste_Marie","PM25","2020","August",21,2.83333333333333,0.0927,NA
"2076","Sault_Ste_Marie","PM25","2020","September",22,3.35416666666667,0.1959,NA
"2077","Sault_Ste_Marie","PM25","2020","October",22,3.33333333333333,0.4786,NA
"2078","Sault_Ste_Marie","PM25","2020","November",21,4.29166666666667,0.1206,NA
"2079","Sault_Ste_Marie","PM25","2020","December",23,3.54166666666667,0.5611,NA
"2080","Sault_Ste_Marie","NO2","2017-2019","January",68,7.02083333333333,0.772,0.7777
"2081","Sault_Ste_Marie","NO2","2017-2019","February",60,6.50833333333333,0.2055,0.2345
"2082","Sault_Ste_Marie","NO2","2017-2019","March",66,4.93541666666667,0,0
"2083","Sault_Ste_Marie","NO2","2017-2019","April",63,3.45,0.1334,0.1634
"2084","Sault_Ste_Marie","NO2","2017-2019","May",69,3.375,0.0124,0.0172
"2085","Sault_Ste_Marie","NO2","2017-2019","June",63,3.3125,0.3597,0.3106
"2086","Sault_Ste_Marie","NO2","2017-2019","July",66,2.69166666666667,0.1075,NA
"2087","Sault_Ste_Marie","NO2","2017-2019","August",68,2.4875,0.9665,NA
"2088","Sault_Ste_Marie","NO2","2017-2019","September",62,2.45833333333333,0.0352,NA
"2089","Sault_Ste_Marie","NO2","2017-2019","October",68,3.35416666666667,0.4924,NA
"2090","Sault_Ste_Marie","NO2","2017-2019","November",65,5.15833333333333,0.0908,NA
"2091","Sault_Ste_Marie","NO2","2017-2019","December",64,5.6625,0.4624,NA
"2092","Sault_Ste_Marie","NO2","2020","January",23,5.10416666666667,0.0492,0.0483
"2093","Sault_Ste_Marie","NO2","2020","February",20,4.76666666666667,0.212,0.2241
"2094","Sault_Ste_Marie","NO2","2020","March",22,4.05416666666667,0.1936,0.1929
"2095","Sault_Ste_Marie","NO2","2020","April",22,2.7625,0.4318,0.4334
"2096","Sault_Ste_Marie","NO2","2020","May",21,2.52083333333333,0.0922,0.0967
"2097","Sault_Ste_Marie","NO2","2020","June",21,2.58260869565217,0.103,0.1581
"2098","Sault_Ste_Marie","NO2","2020","July",18,1.88125,0.039,NA
"2099","Sault_Ste_Marie","NO2","2020","August",21,1.97916666666667,0.1858,NA
"2100","Sault_Ste_Marie","NO2","2020","September",22,3.03958333333333,0.1353,NA
"2101","Sault_Ste_Marie","NO2","2020","October",22,3.625,0.6055,NA
"2102","Sault_Ste_Marie","NO2","2020","November",21,4.49583333333333,0.324,NA
"2103","Sault_Ste_Marie","NO2","2020","December",23,4.84166666666667,0.1922,NA
"2104","Sault_Ste_Marie","SO2","2017-2019","January",68,0.302083333333333,0.3197,0.2554
"2105","Sault_Ste_Marie","SO2","2017-2019","February",60,0.31875,0.0998,0.1165
"2106","Sault_Ste_Marie","SO2","2017-2019","March",66,0.225,0.9469,0.9452
"2107","Sault_Ste_Marie","SO2","2017-2019","April",63,0.2,0.022,0.0166
"2108","Sault_Ste_Marie","SO2","2017-2019","May",69,0.375,0.059,0.0643
"2109","Sault_Ste_Marie","SO2","2017-2019","June",63,0.333333333333333,0.4717,0.4868
"2110","Sault_Ste_Marie","SO2","2017-2019","July",66,0.386904761904762,0.613,NA
"2111","Sault_Ste_Marie","SO2","2017-2019","August",68,0.245833333333333,0.0157,NA
"2112","Sault_Ste_Marie","SO2","2017-2019","September",62,0.2125,0.0066,NA
"2113","Sault_Ste_Marie","SO2","2017-2019","October",68,0.233333333333333,0.2578,NA
"2114","Sault_Ste_Marie","SO2","2017-2019","November",65,0.204166666666667,0.2719,NA
"2115","Sault_Ste_Marie","SO2","2017-2019","December",64,0.247916666666667,0.0237,NA
"2116","Sault_Ste_Marie","SO2","2020","January",23,0.3375,0.8761,0.8769
"2117","Sault_Ste_Marie","SO2","2020","February",20,0.275,0.6742,0.673
"2118","Sault_Ste_Marie","SO2","2020","March",22,0.245833333333333,0.5542,0.5476
"2119","Sault_Ste_Marie","SO2","2020","April",22,0.277083333333333,0.1422,0.137
"2120","Sault_Ste_Marie","SO2","2020","May",21,0.383333333333333,0.8322,0.828
"2121","Sault_Ste_Marie","SO2","2020","June",22,0.50625,0.1228,0.119
"2122","Sault_Ste_Marie","SO2","2020","July",23,0.466666666666667,0.4547,NA
"2123","Sault_Ste_Marie","SO2","2020","August",21,0.3625,0.0594,NA
"2124","Sault_Ste_Marie","SO2","2020","September",22,0.397916666666667,7e-04,NA
"2125","Sault_Ste_Marie","SO2","2020","October",22,0.422916666666667,0.0191,NA
