"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"1519","Oakville","NO2","2020","April",22,4.99375,0.029,0.026
"1520","Oakville","NO2","2020","May",21,5.275,0.0066,0.0061
"1521","Oakville","NO2","2020","June",22,5.22844202898551,0.1863,0.187
"1522","Oakville","NO2","2020","July",23,4.96666666666667,0.0107,NA
"1523","Oakville","NO2","2020","August",21,4.97391304347826,0.2628,NA
"1524","Oakville","NO2","2020","September",22,5.72146739130435,0.1314,NA
"1525","Oakville","NO2","2020","October",22,6.1375,0.3022,NA
"1526","Oakville","NO2","2020","November",21,9.27083333333333,0.6424,NA
"1527","Oakville","NO2","2020","December",23,7.125,0.0247,NA
"1528","Ottawa_Downtown","O3","2017-2019","January",68,23.9375,0.2876,0.2959
"1529","Ottawa_Downtown","O3","2017-2019","February",60,26.9375,0.9244,0.9218
"1530","Ottawa_Downtown","O3","2017-2019","March",66,34.2916666666667,0.5555,0.4674
"1531","Ottawa_Downtown","O3","2017-2019","April",63,33.6666666666667,0.0909,0.1274
"1532","Ottawa_Downtown","O3","2017-2019","May",69,30.7916666666667,0.0223,0.0191
"1533","Ottawa_Downtown","O3","2017-2019","June",63,24.9583333333333,0.8007,0.8077
"1534","Ottawa_Downtown","O3","2017-2019","July",66,26.1875,0.0675,NA
"1535","Ottawa_Downtown","O3","2017-2019","August",68,24.4166666666667,0.5407,NA
"1536","Ottawa_Downtown","O3","2017-2019","September",62,20.6875,0.2872,NA
"1537","Ottawa_Downtown","O3","2017-2019","October",68,19.7083333333333,0.4202,NA
"1538","Ottawa_Downtown","O3","2017-2019","November",65,19.9583333333333,0.0335,NA
"1539","Ottawa_Downtown","O3","2017-2019","December",64,23.7083333333333,0.1217,NA
"1540","Ottawa_Downtown","O3","2020","January",23,22.4583333333333,0.4593,0.4619
"1541","Ottawa_Downtown","O3","2020","February",20,29.1041666666667,0.4286,0.4318
"1542","Ottawa_Downtown","O3","2020","March",22,30.75,0.0056,0.0065
"1543","Ottawa_Downtown","O3","2020","April",22,34.6458333333333,0.5916,0.5903
"1544","Ottawa_Downtown","O3","2020","May",21,32.7083333333333,0.3481,0.3539
"1545","Ottawa_Downtown","O3","2020","June",22,29.75,0.0171,0.0164
"1546","Ottawa_Downtown","O3","2020","July",23,23.125,0.1673,NA
"1547","Ottawa_Downtown","O3","2020","August",21,17.9166666666667,8e-04,NA
"1548","Ottawa_Downtown","O3","2020","September",22,18.6875,0.2846,NA
"1549","Ottawa_Downtown","O3","2020","October",22,18.8333333333333,0.678,NA
"1550","Ottawa_Downtown","O3","2020","November",21,21.375,0.5141,NA
"1551","Ottawa_Downtown","O3","2020","December",23,19.2916666666667,0.0717,NA
"1552","Ottawa_Downtown","PM25","2017-2019","January",68,6.64583333333333,0.4857,0.4045
"1553","Ottawa_Downtown","PM25","2017-2019","February",60,6.45,0.2312,0.2473
"1554","Ottawa_Downtown","PM25","2017-2019","March",66,4.77083333333333,0.1503,0.1307
"1555","Ottawa_Downtown","PM25","2017-2019","April",63,4.16666666666667,0.5449,0.5366
"1556","Ottawa_Downtown","PM25","2017-2019","May",67,5.08333333333333,0.005,0.0057
"1557","Ottawa_Downtown","PM25","2017-2019","June",63,4.5,0.2432,0.1999
"1558","Ottawa_Downtown","PM25","2017-2019","July",61,6.45833333333333,0.0349,NA
"1559","Ottawa_Downtown","PM25","2017-2019","August",68,5.5,0.0539,NA
"1560","Ottawa_Downtown","PM25","2017-2019","September",62,4.95833333333333,4e-04,NA
"1561","Ottawa_Downtown","PM25","2017-2019","October",68,4.0625,0.5181,NA
"1562","Ottawa_Downtown","PM25","2017-2019","November",65,4.79166666666667,0.7322,NA
"1563","Ottawa_Downtown","PM25","2017-2019","December",64,5.0625,0.1354,NA
"1564","Ottawa_Downtown","PM25","2020","January",23,5.91666666666667,0.629,0.6377
"1565","Ottawa_Downtown","PM25","2020","February",20,5.625,0.452,0.4756
"1566","Ottawa_Downtown","PM25","2020","March",22,6.375,0.0281,0.0295
"1567","Ottawa_Downtown","PM25","2020","April",22,4.58333333333333,0.256,0.2552
"1568","Ottawa_Downtown","PM25","2020","May",21,3.875,0.0338,0.036
"1569","Ottawa_Downtown","PM25","2020","June",22,5.89583333333333,0.0529,0.0557
"1570","Ottawa_Downtown","PM25","2020","July",23,5.92307692307692,0.703,NA
"1571","Ottawa_Downtown","PM25","2020","August",21,3.79166666666667,0.0267,NA
"1572","Ottawa_Downtown","PM25","2020","September",22,3.89583333333333,0.2222,NA
"1573","Ottawa_Downtown","PM25","2020","October",22,4.625,0.19,NA
"1574","Ottawa_Downtown","PM25","2020","November",21,6.66666666666667,0.0887,NA
"1575","Ottawa_Downtown","PM25","2020","December",23,4.91666666666667,0.6787,NA
"1576","Ottawa_Downtown","NO2","2017-2019","January",68,13.2333333333333,0.7584,0.7299
"1577","Ottawa_Downtown","NO2","2017-2019","February",60,12.4479166666667,0.1967,0.2466
"1578","Ottawa_Downtown","NO2","2017-2019","March",66,7.74375,0.0304,0.0187
"1579","Ottawa_Downtown","NO2","2017-2019","April",63,5.0875,0.074,0.0621
"1580","Ottawa_Downtown","NO2","2017-2019","May",69,4.45833333333333,0.0527,0.0699
"1581","Ottawa_Downtown","NO2","2017-2019","June",63,4.10833333333333,0.6157,0.5866
"1582","Ottawa_Downtown","NO2","2017-2019","July",66,4.1,0.8599,NA
"1583","Ottawa_Downtown","NO2","2017-2019","August",68,3.88511904761905,0.0635,NA
"1584","Ottawa_Downtown","NO2","2017-2019","September",62,4.55,0.0112,NA
"1585","Ottawa_Downtown","NO2","2017-2019","October",68,5.99791666666667,0.3311,NA
"1586","Ottawa_Downtown","NO2","2017-2019","November",65,8.15833333333333,0.5103,NA
"1587","Ottawa_Downtown","NO2","2017-2019","December",64,8.71011904761905,0.0779,NA
"1588","Ottawa_Downtown","NO2","2020","January",23,11.95,0.6316,0.6328
"1589","Ottawa_Downtown","NO2","2020","February",20,9.75416666666667,0.3196,0.3072
"1590","Ottawa_Downtown","NO2","2020","March",22,7.925,0.8494,0.8489
"1591","Ottawa_Downtown","NO2","2020","April",22,4.28125,0.1767,0.1751
"1592","Ottawa_Downtown","NO2","2020","May",21,3.7875,0.2166,0.2183
"1593","Ottawa_Downtown","NO2","2020","June",22,3.41458333333333,0.1367,0.138
"1594","Ottawa_Downtown","NO2","2020","July",23,2.91666666666667,0.0024,NA
"1595","Ottawa_Downtown","NO2","2020","August",21,2.38333333333333,0.0129,NA
"1596","Ottawa_Downtown","NO2","2020","September",22,2.99166666666667,0.0155,NA
"1597","Ottawa_Downtown","NO2","2020","October",22,5.22083333333333,0.4056,NA
"1598","Ottawa_Downtown","NO2","2020","November",21,9.8125,0.6388,NA
"1599","Ottawa_Downtown","NO2","2020","December",23,6.60833333333333,0.1845,NA
"1600","Ottawa_Downtown","CO","2017-2019","January",46,0.218958333333333,0.049,NA
"1601","Ottawa_Downtown","CO","2017-2019","February",38,0.223125,0.4938,NA
"1602","Ottawa_Downtown","CO","2017-2019","March",58,0.190208333333333,0.159,0.1669
"1603","Ottawa_Downtown","CO","2017-2019","April",63,0.189166666666667,0.1416,0.1625
"1604","Ottawa_Downtown","CO","2017-2019","May",69,0.174583333333333,4e-04,7e-04
"1605","Ottawa_Downtown","CO","2017-2019","June",63,0.157083333333333,0.0379,0.0458
"1606","Ottawa_Downtown","CO","2017-2019","July",66,0.159375,0.8787,NA
"1607","Ottawa_Downtown","CO","2017-2019","August",68,0.183958333333333,0.0066,NA
"1608","Ottawa_Downtown","CO","2017-2019","September",62,0.175416666666667,2e-04,NA
"1609","Ottawa_Downtown","CO","2017-2019","October",68,0.162291666666667,0.225,NA
"1610","Ottawa_Downtown","CO","2017-2019","November",65,0.1825,0.0023,NA
"1611","Ottawa_Downtown","CO","2017-2019","December",64,0.182708333333333,0.0628,NA
"1612","Ottawa_Downtown","CO","2020","January",23,0.206666666666667,0.4338,0.4805
"1613","Ottawa_Downtown","CO","2020","February",20,0.19875,0.1336,0.1844
"1614","Ottawa_Downtown","CO","2020","March",22,0.21,0.128,0.1356
"1615","Ottawa_Downtown","CO","2020","April",22,0.154791666666667,0,0
"1616","Ottawa_Downtown","CO","2020","May",21,0.150416666666667,0.0095,0.0103
"1617","Ottawa_Downtown","CO","2020","June",22,0.147708333333333,0.3231,0.3187
"1618","Ottawa_Downtown","CO","2020","July",23,0.154166666666667,0.3834,NA
"1619","Ottawa_Downtown","CO","2020","August",20,0.161666666666667,0.0284,NA
"1620","Ottawa_Downtown","CO","2020","September",22,0.166666666666667,0.2208,NA
"1621","Ottawa_Downtown","CO","2020","October",22,0.178125,0.1064,NA
"1622","Ottawa_Downtown","CO","2020","November",21,0.216666666666667,0.0544,NA
"1623","Ottawa_Downtown","CO","2020","December",23,0.1875,0.8461,NA
"1624","Ottawa_Downtown","SO2","2017-2019","January",68,0.220833333333333,0,0
"1625","Ottawa_Downtown","SO2","2017-2019","February",60,0.227083333333333,0.0092,0.0181
"1626","Ottawa_Downtown","SO2","2017-2019","March",66,0.141666666666667,0,0
"1627","Ottawa_Downtown","SO2","2017-2019","April",63,0.125,0,0
"1628","Ottawa_Downtown","SO2","2017-2019","May",69,0.104166666666667,0,0
"1629","Ottawa_Downtown","SO2","2017-2019","June",63,0.1,0.0015,0.0014
"1630","Ottawa_Downtown","SO2","2017-2019","July",66,0.1,0,NA
"1631","Ottawa_Downtown","SO2","2017-2019","August",68,0.1,1e-04,NA
"1632","Ottawa_Downtown","SO2","2017-2019","September",62,0.104166666666667,1e-04,NA
"1633","Ottawa_Downtown","SO2","2017-2019","October",68,0.1125,5e-04,NA
"1634","Ottawa_Downtown","SO2","2017-2019","November",65,0.1125,0,NA
"1635","Ottawa_Downtown","SO2","2017-2019","December",64,0.141666666666667,0,NA
"1636","Ottawa_Downtown","SO2","2020","January",23,0.2,0.6402,0.6434
"1637","Ottawa_Downtown","SO2","2020","February",20,0.116666666666667,0.0171,0.0159
"1638","Ottawa_Downtown","SO2","2020","March",22,0.075,0.0181,0.0203
"1639","Ottawa_Downtown","SO2","2020","April",22,0.135416666666667,0.5686,0.0031
"1640","Ottawa_Downtown","SO2","2020","May",21,0.108333333333333,0.5214,0.0192
"1641","Ottawa_Downtown","SO2","2020","June",22,0.0854166666666667,0.1273,0.0062
"1642","Ottawa_Downtown","SO2","2020","July",23,0.0416666666666667,0.0414,NA
"1643","Ottawa_Downtown","SO2","2020","August",21,0.0208333333333333,0.0506,NA
"1644","Ottawa_Downtown","SO2","2020","September",22,0.0791666666666667,0.063,NA
"1645","Ottawa_Downtown","SO2","2020","October",22,0.110416666666667,0.8561,NA
"1646","Ottawa_Downtown","SO2","2020","November",21,0.0958333333333333,0.3878,NA
"1647","Ottawa_Downtown","SO2","2020","December",23,0.0583333333333333,0.0052,NA
"1648","Oshawa","O3","2017-2019","January",39,24.5,0.9464,0.9396
"1649","Oshawa","O3","2017-2019","February",40,29.4583333333333,0.9172,0.9189
"1650","Oshawa","O3","2017-2019","March",44,30.9962121212121,0.0014,0.0011
"1651","Oshawa","O3","2017-2019","April",42,32.5,0.0429,0.0419
"1652","Oshawa","O3","2017-2019","May",46,28.9166666666667,0.0025,0.0017
"1653","Oshawa","O3","2017-2019","June",42,26.75,0.6217,0.6206
"1654","Oshawa","O3","2017-2019","July",44,25.7826086956522,0.7488,NA
"1655","Oshawa","O3","2017-2019","August",45,23.9583333333333,0.002,NA
"1656","Oshawa","O3","2017-2019","September",42,19.9375,0.0251,NA
"1657","Oshawa","O3","2017-2019","October",45,18.5416666666667,0.0028,NA
"1658","Oshawa","O3","2017-2019","November",43,21.5416666666667,0.2193,NA
"1659","Oshawa","O3","2017-2019","December",43,23.3333333333333,0.0212,NA
"1660","Oshawa","O3","2020","January",23,25.7083333333333,0.5109,0.5196
"1661","Oshawa","O3","2020","February",20,32.75,0.0644,0.0608
"1662","Oshawa","O3","2020","March",22,28.6875,0.2242,0.2243
"1663","Oshawa","O3","2020","April",22,34.9583333333333,0.0769,0.075
"1664","Oshawa","O3","2020","May",21,30.9166666666667,0.1516,0.1588
"1665","Oshawa","O3","2020","June",22,31.4583333333333,9e-04,0.002
"1666","Oshawa","O3","2020","July",23,26.8333333333333,0.6133,NA
"1667","Oshawa","O3","2020","August",21,21.4166666666667,0.0397,NA
"1668","Oshawa","O3","2020","September",22,19.8333333333333,0.9082,NA
"1669","Oshawa","O3","2020","October",22,17.2708333333333,0.3315,NA
"1670","Oshawa","O3","2020","November",21,21.5,0.9066,NA
"1671","Oshawa","O3","2020","December",23,22.2083333333333,0.5142,NA
"1672","Oshawa","PM25","2017-2019","January",39,5.54166666666667,0.964,0.9614
"1673","Oshawa","PM25","2017-2019","February",40,5.1875,0.5438,0.544
"1674","Oshawa","PM25","2017-2019","March",44,5.0625,0.0384,0.0426
"1675","Oshawa","PM25","2017-2019","April",42,4.39583333333333,0.0255,0.0249
"1676","Oshawa","PM25","2017-2019","May",46,4.70833333333333,0.8223,NA
"1677","Oshawa","PM25","2017-2019","June",42,5.35416666666667,0.0876,NA
"1678","Oshawa","PM25","2017-2019","July",44,6.66666666666667,0.875,NA
"1679","Oshawa","PM25","2017-2019","August",45,5.75,0.0285,NA
"1680","Oshawa","PM25","2017-2019","September",42,4.9375,0,NA
"1681","Oshawa","PM25","2017-2019","October",45,4.66666666666667,0.791,NA
"1682","Oshawa","PM25","2017-2019","November",43,5.29166666666667,0.5547,NA
"1683","Oshawa","PM25","2017-2019","December",42,5.375,0.0286,NA
"1684","Oshawa","PM25","2020","January",23,5.58333333333333,0.8527,0.9069
"1685","Oshawa","PM25","2020","February",20,5.3125,0.909,0.9065
"1686","Oshawa","PM25","2020","March",22,6.64583333333333,0.3239,0.3258
"1687","Oshawa","PM25","2020","April",22,4.66666666666667,0.6463,0.6505
"1688","Oshawa","PM25","2020","May",21,4.83333333333333,0.8071,0.8115
"1689","Oshawa","PM25","2020","June",22,6.08333333333333,0.1773,0.2137
"1690","Oshawa","PM25","2020","July",23,6.56521739130435,0.8933,NA
"1691","Oshawa","PM25","2020","August",21,4.625,0.1727,NA
"1692","Oshawa","PM25","2020","September",22,5.08333333333333,0.7772,NA
"1693","Oshawa","PM25","2020","October",22,4.75,0.792,NA
"1694","Oshawa","PM25","2020","November",21,6.54166666666667,0.5285,NA
"1695","Oshawa","PM25","2020","December",23,4.95833333333333,0.6413,NA
"1696","Oshawa","NO2","2017-2019","January",45,6.79166666666667,0.0056,0.0076
"1697","Oshawa","NO2","2017-2019","February",60,5.88541666666667,0.0411,0.0341
"1698","Oshawa","NO2","2017-2019","March",66,4.43958333333333,0.1042,0.0915
"1699","Oshawa","NO2","2017-2019","April",63,4.11111111111111,0.2599,0.2
"1700","Oshawa","NO2","2017-2019","May",68,3.83559782608696,3e-04,9e-04
"1701","Oshawa","NO2","2017-2019","June",63,3.9,7e-04,3e-04
"1702","Oshawa","NO2","2017-2019","July",66,3.38211462450593,0,NA
"1703","Oshawa","NO2","2017-2019","August",68,3.09583333333333,0,NA
"1704","Oshawa","NO2","2017-2019","September",62,2.90416666666667,0,NA
"1705","Oshawa","NO2","2017-2019","October",68,3.84375,0,NA
"1706","Oshawa","NO2","2017-2019","November",65,4.9375,0.0046,NA
"1707","Oshawa","NO2","2017-2019","December",64,6.5,0.1763,NA
"1708","Oshawa","NO2","2020","January",23,4.97916666666667,0.3929,0.4004
"1709","Oshawa","NO2","2020","February",20,2.80208333333333,0.0332,0.0342
"1710","Oshawa","NO2","2020","March",22,3.55833333333333,0.3852,0.3824
"1711","Oshawa","NO2","2020","April",22,2.23333333333333,0.0074,0.0082
"1712","Oshawa","NO2","2020","May",21,2.59166666666667,0.0743,0.0827
"1713","Oshawa","NO2","2020","June",22,2.9,0.1673,0.1596
"1714","Oshawa","NO2","2020","July",23,2.5875,0.0259,NA
"1715","Oshawa","NO2","2020","August",21,2.93333333333333,0.6493,NA
"1716","Oshawa","NO2","2020","September",22,3.06458333333333,0.8055,NA
"1717","Oshawa","NO2","2020","October",22,3.40208333333333,0.527,NA
"1718","Oshawa","NO2","2020","November",21,5.74166666666667,0.4589,NA
"1719","Oshawa","NO2","2020","December",23,4.51818181818182,0.1037,NA
"1720","Parry_Sound","O3","2017-2019","January",68,29.9166666666667,0.7165,0.7148
"1721","Parry_Sound","O3","2017-2019","February",60,33.4583333333333,0.2924,0.2735
"1722","Parry_Sound","O3","2017-2019","March",66,38.4791666666667,0.0832,0.0989
"1723","Parry_Sound","O3","2017-2019","April",63,37.0833333333333,0.003,0.0055
"1724","Parry_Sound","O3","2017-2019","May",69,33.375,2e-04,2e-04
"1725","Parry_Sound","O3","2017-2019","June",63,28.5416666666667,0.8355,0.8343
"1726","Parry_Sound","O3","2017-2019","July",66,29.6875,0.124,NA
"1727","Parry_Sound","O3","2017-2019","August",68,26.6041666666667,0.3956,NA
"1728","Parry_Sound","O3","2017-2019","September",62,21.2916666666667,0.6387,NA
"1729","Parry_Sound","O3","2017-2019","October",68,23.7708333333333,0.1175,NA
"1730","Parry_Sound","O3","2017-2019","November",65,25.8333333333333,0.0477,NA
"1731","Parry_Sound","O3","2017-2019","December",64,28.8333333333333,0.1738,NA
"1732","Parry_Sound","O3","2020","January",23,29.7916666666667,0.9015,0.8949
"1733","Parry_Sound","O3","2020","February",20,35.8541666666667,0.0948,0.0929
"1734","Parry_Sound","O3","2020","March",22,37.4166666666667,0.2008,0.2051
"1735","Parry_Sound","O3","2020","April",22,38.375,0.3697,0.3743
"1736","Parry_Sound","O3","2020","May",21,35.5,0.2086,0.2131
"1737","Parry_Sound","O3","2020","June",22,31.9583333333333,0.2873,0.2911
"1738","Parry_Sound","O3","2020","July",23,25.625,0.327,NA
"1739","Parry_Sound","O3","2020","August",21,20.8333333333333,0.0544,NA
"1740","Parry_Sound","O3","2020","September",22,24.4583333333333,0.1259,NA
"1741","Parry_Sound","O3","2020","October",22,24.304347826087,0.7795,NA
"1742","Parry_Sound","O3","2020","November",21,27.125,0.552,NA
"1743","Parry_Sound","O3","2020","December",23,26.5217391304348,0.0835,NA
"1744","Parry_Sound","PM25","2017-2019","January",68,3.66666666666667,0.7397,0.7399
"1745","Parry_Sound","PM25","2017-2019","February",60,4.22916666666667,0.0323,0.0371
"1746","Parry_Sound","PM25","2017-2019","March",66,4,0.0346,0.0251
"1747","Parry_Sound","PM25","2017-2019","April",63,3.66666666666667,0.0425,0.0517
"1748","Parry_Sound","PM25","2017-2019","May",69,3.79166666666667,0,0
"1749","Parry_Sound","PM25","2017-2019","June",63,3.5,0.0938,0.0825
"1750","Parry_Sound","PM25","2017-2019","July",66,5.59510869565217,0.1948,NA
"1751","Parry_Sound","PM25","2017-2019","August",68,5.70833333333333,5e-04,NA
"1752","Parry_Sound","PM25","2017-2019","September",62,3.4375,1e-04,NA
"1753","Parry_Sound","PM25","2017-2019","October",68,2.6875,0.0529,NA
"1754","Parry_Sound","PM25","2017-2019","November",65,2.08333333333333,0.0253,NA
"1755","Parry_Sound","PM25","2017-2019","December",64,3.72916666666667,0.2408,NA
"1756","Parry_Sound","PM25","2020","January",23,4.625,0.3635,0.3562
"1757","Parry_Sound","PM25","2020","February",20,2.39583333333333,0.0188,0.0177
"1758","Parry_Sound","PM25","2020","March",22,4.39583333333333,0.5579,0.5527
"1759","Parry_Sound","PM25","2020","April",22,3.10416666666667,0.2804,0.2873
"1760","Parry_Sound","PM25","2020","May",21,4.08333333333333,0.4534,0.4532
"1761","Parry_Sound","PM25","2020","June",22,5.6875,4e-04,1e-04
"1762","Parry_Sound","PM25","2020","July",23,5.08333333333333,0.5439,NA
"1763","Parry_Sound","PM25","2020","August",21,3.125,0.0067,NA
"1764","Parry_Sound","PM25","2020","September",22,3.77083333333333,0.6374,NA
"1765","Parry_Sound","PM25","2020","October",22,1.55269607843137,0.1911,NA
"1766","Parry_Sound","PM25","2020","November",21,4.08333333333333,0.1189,NA
"1767","Parry_Sound","PM25","2020","December",23,2.91666666666667,0.322,NA
"1768","Parry_Sound","NO2","2017-2019","January",68,3.22708333333333,0.2579,0.3065
"1769","Parry_Sound","NO2","2017-2019","February",60,3.0625,0.0029,0.004
"1770","Parry_Sound","NO2","2017-2019","March",66,2.20833333333333,0.0178,0.0228
"1771","Parry_Sound","NO2","2017-2019","April",63,2.01666666666667,0.3145,0.3485
"1772","Parry_Sound","NO2","2017-2019","May",69,2.13333333333333,0.1285,0.1344
"1773","Parry_Sound","NO2","2017-2019","June",63,2.08333333333333,0.9074,0.8857
"1774","Parry_Sound","NO2","2017-2019","July",66,1.77083333333333,0.6654,NA
"1775","Parry_Sound","NO2","2017-2019","August",68,2.28333333333333,0.9676,NA
"1776","Parry_Sound","NO2","2017-2019","September",62,2.10625,0.1258,NA
"1777","Parry_Sound","NO2","2017-2019","October",68,1.88125,0.3772,NA
"1778","Parry_Sound","NO2","2017-2019","November",65,2.1625,0.7998,NA
"1779","Parry_Sound","NO2","2017-2019","December",64,2.80833333333333,0.2385,NA
"1780","Parry_Sound","NO2","2020","January",23,3.5375,0.5751,0.5788
"1781","Parry_Sound","NO2","2020","February",20,2.45208333333333,0.223,0.2185
"1782","Parry_Sound","NO2","2020","March",22,2.10625,0.9433,0.9445
"1783","Parry_Sound","NO2","2020","April",22,1.86875,0.6405,0.6486
"1784","Parry_Sound","NO2","2020","May",21,1.84166666666667,0.6057,0.5974
"1785","Parry_Sound","NO2","2020","June",22,2.45434782608696,0.3756,0.3708
"1786","Parry_Sound","NO2","2020","July",23,1.7375,0.9324,NA
"1787","Parry_Sound","NO2","2020","August",21,1.56666666666667,0.0854,NA
"1788","Parry_Sound","NO2","2020","September",22,1.75416666666667,0.2528,NA
"1789","Parry_Sound","NO2","2020","October",22,1.66557971014493,0.4361,NA
"1790","Parry_Sound","NO2","2020","November",21,2.44166666666667,0.7085,NA
"1791","Parry_Sound","NO2","2020","December",23,2.14166666666667,0.0715,NA
"1792","Peterborough","O3","2017-2019","January",68,26.5,0.5562,0.5358
"1793","Peterborough","O3","2017-2019","February",60,30.75,0.0452,0.0554
"1794","Peterborough","O3","2017-2019","March",66,36.6950757575758,0.623,0.6047
"1795","Peterborough","O3","2017-2019","April",63,35.1666666666667,0.0648,0.0656
"1796","Peterborough","O3","2017-2019","May",69,33.5833333333333,0.0011,0.0025
"1797","Peterborough","O3","2017-2019","June",63,30.1666666666667,0.5855,0.5419
"1798","Peterborough","O3","2017-2019","July",66,30.7916666666667,0.0106,NA
"1799","Peterborough","O3","2017-2019","August",68,28.25,0.6934,NA
"1800","Peterborough","O3","2017-2019","September",62,22.6458333333333,0.6353,NA
"1801","Peterborough","O3","2017-2019","October",68,20.9375,0.2129,NA
"1802","Peterborough","O3","2017-2019","November",65,22.0833333333333,0.065,NA
"1803","Peterborough","O3","2017-2019","December",64,23.2765151515152,0.0168,NA
"1804","Peterborough","O3","2020","January",23,25.7916666666667,0.4571,0.4667
"1805","Peterborough","O3","2020","February",20,34.5253623188406,0.0615,0.0617
"1806","Peterborough","O3","2020","March",22,30.5860507246377,1e-04,3e-04
"1807","Peterborough","O3","2020","April",22,35.9283216783217,0.4959,0.5072
"1808","Peterborough","O3","2020","May",21,31.8181818181818,0.3593,0.3635
"1809","Peterborough","O3","2020","June",22,34.0684523809524,0.0159,0.0148
"1810","Peterborough","O3","2020","July",23,24.1363636363636,0.0196,NA
"1811","Peterborough","O3","2020","August",21,23.8333333333333,0.028,NA
"1812","Peterborough","O3","2020","September",22,22.5,0.9101,NA
"1813","Peterborough","O3","2020","October",22,19.125,0.1642,NA
"1814","Peterborough","O3","2020","November",21,25.1666666666667,0.0519,NA
"1815","Peterborough","O3","2020","December",23,24.125,0.6438,NA
"1816","Peterborough","PM25","2017-2019","January",68,5.64583333333333,0.7376,0.7556
"1817","Peterborough","PM25","2017-2019","February",60,5.4375,0.1831,0.2152
"1818","Peterborough","PM25","2017-2019","March",66,4.45833333333333,0.0087,0.0088
"1819","Peterborough","PM25","2017-2019","April",63,4.45833333333333,0.1429,0.1617
"1820","Peterborough","PM25","2017-2019","May",69,5.125,0,0
"1821","Peterborough","PM25","2017-2019","June",63,4.625,0.0291,0.0219
"1822","Peterborough","PM25","2017-2019","July",66,6.22916666666667,0.7019,NA
"1823","Peterborough","PM25","2017-2019","August",68,6.1875,0.1543,NA
"1824","Peterborough","PM25","2017-2019","September",62,4.60416666666667,0,NA
"1825","Peterborough","PM25","2017-2019","October",68,4.25,0.2852,NA
"1826","Peterborough","PM25","2017-2019","November",65,5.16666666666667,0.3763,NA
"1827","Peterborough","PM25","2017-2019","December",64,5.20833333333333,0.0695,NA
"1828","Peterborough","PM25","2020","January",23,4.375,0.2862,0.2872
"1829","Peterborough","PM25","2020","February",20,3.20833333333333,0.036,0.0374
"1830","Peterborough","PM25","2020","March",22,5.16666666666667,0.2649,0.2641
"1831","Peterborough","PM25","2020","April",22,4.14583333333333,0.6626,0.6642
"1832","Peterborough","PM25","2020","May",21,6.04166666666667,0.3052,0.3083
"1833","Peterborough","PM25","2020","June",22,6.1125,0.0644,0.076
"1834","Peterborough","PM25","2020","July",23,6.25,0.9289,NA
"1835","Peterborough","PM25","2020","August",21,3.91666666666667,0.0223,NA
"1836","Peterborough","PM25","2020","September",22,4.16666666666667,0.7427,NA
"1837","Peterborough","PM25","2020","October",22,2.95833333333333,0.1197,NA
"1838","Peterborough","PM25","2020","November",21,5.83333333333333,0.4312,NA
"1839","Peterborough","PM25","2020","December",23,3.29166666666667,0.1236,NA
"1840","Peterborough","NO2","2017-2019","January",68,6.52708333333333,0.0018,0.002
"1841","Peterborough","NO2","2017-2019","February",60,5.125,0.0154,0.0299
"1842","Peterborough","NO2","2017-2019","March",66,3.71041666666667,0.0028,0.0018
"1843","Peterborough","NO2","2017-2019","April",63,3.36666666666667,0.7334,0.704
"1844","Peterborough","NO2","2017-2019","May",69,2.80833333333333,5e-04,6e-04
"1845","Peterborough","NO2","2017-2019","June",63,2.83333333333333,0.2443,0.2335
"1846","Peterborough","NO2","2017-2019","July",66,2.44583333333333,0.4707,NA
"1847","Peterborough","NO2","2017-2019","August",68,2.76458333333333,0.0643,NA
"1848","Peterborough","NO2","2017-2019","September",62,2.95833333333333,0.0015,NA
"1849","Peterborough","NO2","2017-2019","October",68,4.00416666666667,0.1429,NA
"1850","Peterborough","NO2","2017-2019","November",65,5.875,0.0875,NA
"1851","Peterborough","NO2","2017-2019","December",64,5.96458333333333,0.9027,NA
"1852","Peterborough","NO2","2020","January",23,7.6375,0.4861,0.4798
"1853","Peterborough","NO2","2020","February",20,3.98541666666667,0.2465,0.2403
"1854","Peterborough","NO2","2020","March",22,3.98125,0.7211,0.724
"1855","Peterborough","NO2","2020","April",22,2.08958333333333,0.0724,0.0677
"1856","Peterborough","NO2","2020","May",21,2.69090909090909,0.6281,0.623
"1857","Peterborough","NO2","2020","June",22,2.99646739130435,0.5963,0.5985
"1858","Peterborough","NO2","2020","July",23,2.05652173913043,0.1874,NA
"1859","Peterborough","NO2","2020","August",21,2.26521739130435,0.343,NA
"1860","Peterborough","NO2","2020","September",22,3.29375,0.7033,NA
"1861","Peterborough","NO2","2020","October",22,3.79030797101449,0.7559,NA
"1862","Peterborough","NO2","2020","November",21,6.34583333333333,0.5465,NA
"1863","Peterborough","NO2","2020","December",23,5.03333333333333,0.546,NA
"1864","Port_Stanley","O3","2017-2019","January",68,29.3541666666667,0.0652,0.077
"1865","Port_Stanley","O3","2017-2019","February",60,33.9375,0.5058,0.4594
"1866","Port_Stanley","O3","2017-2019","March",66,38.5208333333333,0,0
"1867","Port_Stanley","O3","2017-2019","April",63,39.4583333333333,0.1029,0.1351
"1868","Port_Stanley","O3","2017-2019","May",69,37.875,0.0016,0.0038
